[8642, 7.409297789075971e-05]
[3696, 8.402486467965075e-05]
[3637, 8.404074271695268e-05]
[6853, 8.40638712413431e-05]
[4874, 8.407182438201787e-05]
[1682, 8.407893112945504e-05]
[4709, 8.408146424109667e-05]
[9113, 8.409360621199046e-05]
[6340, 8.409556725060512e-05]
[4519, 8.410859103029246e-05]
[4268, 8.411266952137424e-05]
[321, 8.411311760906593e-05]
[5477, 8.412614979296804e-05]
[6090, 8.413230933129051e-05]
[967, 8.413908767029212e-05]
[3980, 8.415289383679588e-05]
[1150, 8.415401673012142e-05]
[9002, 8.415587158804806e-05]
[1849, 8.415836420330775e-05]
[9021, 8.416106975527222e-05]
[7742, 8.416286426886921e-05]
[8992, 8.416516620010764e-05]
[2426, 8.418218105236421e-05]
[6430, 8.419436052857307e-05]
[822, 8.420020085089127e-05]
[3441, 8.420430121229956e-05]
[3195, 8.420904497950281e-05]
[6687, 8.422295607569749e-05]
[1300, 8.422777474763886e-05]
[7889, 8.423159862664949e-05]
[6810, 8.423740632689855e-05]
[7482, 8.424671815350474e-05]
[6811, 8.424806438705874e-05]
[2085, 8.426089049677545e-05]
[3616, 8.42785181818947e-05]
[5983, 8.428116732397633e-05]
[1184, 8.429376129495615e-05]
[2411, 8.429584091995447e-05]
[1597, 8.430107998774915e-05]
[8553, 8.430917661252716e-05]
[6607, 8.431443982951145e-05]
[2727, 8.43471121006202e-05]
[1622, 8.435688605338324e-05]
[9954, 8.436191218815762e-05]
[4059, 8.436551609913879e-05]
[2162, 8.436822267686449e-05]
[7801, 8.438117533812112e-05]
[6780, 8.440793480416917e-05]
[6848, 8.441332826672087e-05]
[7647, 8.443312499430864e-05]
[6103, 8.444498982855748e-05]
[1808, 8.445526445399586e-05]
[2858, 8.44784074289424e-05]
[3193, 8.448139495795061e-05]
[4818, 8.448306535444692e-05]
[7225, 8.448449272217828e-05]
[4083, 8.448521612735061e-05]
[1811, 8.449869322263602e-05]
[5131, 8.450190828370026e-05]
[370, 8.451411353535897e-05]
[825, 8.454268246877236e-05]
[2476, 8.456786620305738e-05]
[7230, 8.458536326708712e-05]
[2307, 8.459073109549239e-05]
[2450, 8.459352204462309e-05]
[518, 8.462053262683992e-05]
[5209, 8.463873058890274e-05]
[8962, 8.463977044352762e-05]
[19, 8.464797820915748e-05]
[1843, 8.465010942704612e-05]
[1070, 8.465499206194107e-05]
[4294, 8.46693469148205e-05]
[8807, 8.467522707959411e-05]
[7451, 8.469045037467907e-05]
[6802, 8.47151420880362e-05]
[2487, 8.47170195941639e-05]
[8675, 8.471961293777261e-05]
[1641, 8.472292662145241e-05]
[9301, 8.473018657070159e-05]
[3411, 8.473813667243974e-05]
[4856, 8.475082912408135e-05]
[7687, 8.475418811935783e-05]
[1757, 8.475988117086348e-05]
[3729, 8.476904720680459e-05]
[7608, 8.477288200601935e-05]
[1404, 8.477445378222635e-05]
[1100, 8.47913108417779e-05]
[6022, 8.479210707330495e-05]
[8563, 8.480569436042744e-05]
[3611, 8.480886491880401e-05]
[462, 8.481992901498555e-05]
[4824, 8.482307386119685e-05]
[3906, 8.483514464342607e-05]
[5018, 8.485724198933333e-05]
[7131, 8.487235448409618e-05]
[7835, 8.487635439870006e-05]
[5478, 8.488166741945898e-05]
[6986, 8.488239447180282e-05]
[4161, 8.488256752829136e-05]
[8437, 8.49023981311494e-05]
[7910, 8.490343591026369e-05]
[1350, 8.491714460067586e-05]
[8806, 8.491836996502358e-05]
[211, 8.493337434324939e-05]
[3389, 8.494140041305205e-05]
[6121, 8.494213260595989e-05]
[7340, 8.49448281728375e-05]
[4240, 8.494802791434271e-05]
[8301, 8.496514759314452e-05]
[4950, 8.497126202065941e-05]
[5636, 8.497199293284915e-05]
[4144, 8.497344381149294e-05]
[1046, 8.497491272370127e-05]
[4155, 8.497925805943468e-05]
[1253, 8.498850073177022e-05]
[1443, 8.498947235576208e-05]
[8225, 8.502782489859027e-05]
[3522, 8.505714711191896e-05]
[9060, 8.506446330305804e-05]
[5392, 8.507600828546533e-05]
[10350, 8.50770637010028e-05]
[3272, 8.507828320942207e-05]
[2452, 8.508646905558114e-05]
[4404, 8.509075467605796e-05]
[4691, 8.509473226499862e-05]
[1619, 8.510174976722451e-05]
[339, 8.51035683956555e-05]
[6050, 8.510973022114134e-05]
[2942, 8.514318059000785e-05]
[6218, 8.51465566961258e-05]
[2939, 8.515323139039152e-05]
[8763, 8.517372293675527e-05]
[2781, 8.517724043002482e-05]
[5766, 8.517863213281622e-05]
[1, 8.518389332748067e-05]
[2902, 8.52010220886894e-05]
[7983, 8.521160002208175e-05]
[3368, 8.521655259547981e-05]
[3023, 8.522656635707125e-05]
[1690, 8.522761764578951e-05]
[4591, 8.523510762732393e-05]
[4152, 8.523949631360958e-05]
[5558, 8.524965699559565e-05]
[6431, 8.525264963903331e-05]
[7201, 8.525496876502325e-05]
[8966, 8.525912390024108e-05]
[6636, 8.532857205244001e-05]
[3744, 8.536500055674843e-05]
[4731, 8.537202304656624e-05]
[6019, 8.538086293567443e-05]
[3594, 8.538829127762213e-05]
[7571, 8.538930306057508e-05]
[5933, 8.538994229151018e-05]
[3345, 8.540902886067315e-05]
[3689, 8.541332595648785e-05]
[5476, 8.541476493699767e-05]
[5067, 8.541604600070761e-05]
[859, 8.54230927210278e-05]
[2537, 8.544149124468876e-05]
[6078, 8.54472578680683e-05]
[6079, 8.54472578680683e-05]
[6080, 8.54472578680683e-05]
[5524, 8.545310567461263e-05]
[2506, 8.546605128474706e-05]
[2626, 8.546944535297775e-05]
[5557, 8.546959085636182e-05]
[8207, 8.547147671757971e-05]
[5295, 8.548652096829703e-05]
[2668, 8.549281637399902e-05]
[7287, 8.549327156959766e-05]
[8854, 8.549385279482037e-05]
[6434, 8.549796095724042e-05]
[5606, 8.550327330556934e-05]
[8144, 8.551271493928959e-05]
[4501, 8.551358301247602e-05]
[3336, 8.55492203209132e-05]
[2356, 8.555072208248582e-05]
[3394, 8.556015634533497e-05]
[6450, 8.556270206571981e-05]
[3942, 8.5565344210143e-05]
[1032, 8.559331606959597e-05]
[3986, 8.55960189422515e-05]
[7484, 8.559873418766614e-05]
[5261, 8.561162745242314e-05]
[5800, 8.561998369162713e-05]
[1241, 8.564381736101285e-05]
[5617, 8.567433699745123e-05]
[7510, 8.568595697539165e-05]
[890, 8.570910071398601e-05]
[489, 8.571212335782365e-05]
[442, 8.571338505724345e-05]
[2932, 8.571604653336565e-05]
[8425, 8.571752773651942e-05]
[7373, 8.573566847030681e-05]
[5746, 8.574188995458601e-05]
[8210, 8.575072522920427e-05]
[3063, 8.577042358680861e-05]
[3660, 8.577340952407818e-05]
[2771, 8.578915610246178e-05]
[3803, 8.579305251705885e-05]
[4033, 8.580231709262278e-05]
[9512, 8.581412184369621e-05]
[2890, 8.583269373138686e-05]
[4912, 8.584193320308492e-05]
[1460, 8.585358635842454e-05]
[5142, 8.586002265745932e-05]
[4395, 8.586389104576972e-05]
[7692, 8.587023930771532e-05]
[3708, 8.587163037248254e-05]
[4309, 8.58741834013878e-05]
[6556, 8.587448470167199e-05]
[843, 8.589068420881513e-05]
[3420, 8.590146469323641e-05]
[1926, 8.593272743613649e-05]
[6120, 8.594633845788118e-05]
[4965, 8.595924863740355e-05]
[5692, 8.596787911179687e-05]
[2842, 8.596974771149128e-05]
[8247, 8.597585147316093e-05]
[1361, 8.598097247379176e-05]
[6015, 8.598434926019663e-05]
[820, 8.598486064933588e-05]
[7526, 8.598588999371348e-05]
[423, 8.599048399736135e-05]
[7677, 8.599977647503587e-05]
[666, 8.600645617268585e-05]
[4260, 8.602071750562953e-05]
[1986, 8.603847268619135e-05]
[6315, 8.604924892790607e-05]
[6449, 8.607112615553304e-05]
[2108, 8.607519699302167e-05]
[5285, 8.607628660108547e-05]
[448, 8.608336200123488e-05]
[5747, 8.609730301938102e-05]
[1135, 8.610848018915517e-05]
[10143, 8.611182330389793e-05]
[6974, 8.611470727941522e-05]
[8490, 8.612542405197566e-05]
[1881, 8.61486893249955e-05]
[6101, 8.615828768286987e-05]
[8160, 8.616076582550349e-05]
[2713, 8.617118106974137e-05]
[294, 8.617567325296172e-05]
[2621, 8.619193653415578e-05]
[5367, 8.619531403295154e-05]
[9378, 8.620391328232539e-05]
[5456, 8.620857710539402e-05]
[6676, 8.62177282109839e-05]
[4148, 8.622165018230083e-05]
[1476, 8.622375663737408e-05]
[6149, 8.623626067856274e-05]
[2437, 8.625088618053664e-05]
[1917, 8.625175327968168e-05]
[8726, 8.625661608846079e-05]
[3936, 8.62704510939644e-05]
[7270, 8.627622813175788e-05]
[7445, 8.632621940401739e-05]
[6390, 8.633029406287355e-05]
[2685, 8.633248350371057e-05]
[888, 8.633332254190544e-05]
[1489, 8.633527068009836e-05]
[6682, 8.633744109253353e-05]
[5491, 8.63383929165473e-05]
[5660, 8.633932145471796e-05]
[2278, 8.634825383616039e-05]
[2381, 8.634869949711622e-05]
[4982, 8.634936563276579e-05]
[3913, 8.635547311701755e-05]
[152, 8.635772452921952e-05]
[9087, 8.63634988558107e-05]
[2256, 8.636602250427806e-05]
[8672, 8.636907562372106e-05]
[811, 8.637136420155065e-05]
[4419, 8.637214390654394e-05]
[3239, 8.637313236900955e-05]
[5543, 8.63809738984777e-05]
[4497, 8.639789323391624e-05]
[3783, 8.639938696636935e-05]
[2202, 8.640359717635781e-05]
[2438, 8.644225705156514e-05]
[525, 8.64577538640206e-05]
[529, 8.64577538640206e-05]
[5381, 8.645903815488789e-05]
[9300, 8.646071390864797e-05]
[9273, 8.646744659109925e-05]
[9403, 8.647832231346575e-05]
[299, 8.648110119451795e-05]
[848, 8.648238601983096e-05]
[7036, 8.64844469401646e-05]
[3797, 8.649099884765206e-05]
[6426, 8.649735977263678e-05]
[5398, 8.650286827229101e-05]
[4343, 8.653137767943428e-05]
[2594, 8.654374772292336e-05]
[6691, 8.65438225117716e-05]
[1608, 8.655441922623983e-05]
[5447, 8.656016161043554e-05]
[6671, 8.656190105706007e-05]
[6420, 8.657528081097219e-05]
[6700, 8.658800769484527e-05]
[3776, 8.660161382508423e-05]
[2675, 8.661665393970273e-05]
[1590, 8.662358147185854e-05]
[4357, 8.663418364320555e-05]
[4629, 8.663622554783821e-05]
[5637, 8.66508927764611e-05]
[38, 8.665935044037973e-05]
[5511, 8.66676499257196e-05]
[4718, 8.667722439083307e-05]
[4529, 8.668263923268909e-05]
[6370, 8.669095895957372e-05]
[5534, 8.671656126613403e-05]
[9786, 8.67191402253492e-05]
[2413, 8.673778239982741e-05]
[990, 8.674949999918449e-05]
[4511, 8.676552887054484e-05]
[4816, 8.676767590385417e-05]
[776, 8.677193472550324e-05]
[778, 8.677193472550324e-05]
[780, 8.677193472550324e-05]
[6083, 8.678319133749088e-05]
[4427, 8.67945625949446e-05]
[689, 8.679742722185094e-05]
[7942, 8.679814886521878e-05]
[5533, 8.681266514278832e-05]
[5259, 8.683700437179341e-05]
[7826, 8.684284271997492e-05]
[2267, 8.687312327319613e-05]
[3688, 8.68811445406542e-05]
[228, 8.688629187710806e-05]
[4425, 8.689822750108152e-05]
[4231, 8.689911462406674e-05]
[7170, 8.690085207207018e-05]
[298, 8.690480740529362e-05]
[6129, 8.691371449840386e-05]
[5690, 8.692013792139021e-05]
[5079, 8.693827822023032e-05]
[6202, 8.694786620159064e-05]
[2280, 8.694857673738503e-05]
[2551, 8.69552790928009e-05]
[6098, 8.697817190616375e-05]
[349, 8.698579362687824e-05]
[3310, 8.698642591106036e-05]
[2756, 8.699603149055061e-05]
[3865, 8.701011412146654e-05]
[3036, 8.701855400636024e-05]
[6866, 8.702244632148758e-05]
[1566, 8.703330230267397e-05]
[6696, 8.703835651883941e-05]
[2348, 8.704494852022142e-05]
[1782, 8.705795309410168e-05]
[800, 8.70631178915606e-05]
[10054, 8.706880750684985e-05]
[5031, 8.708041696775785e-05]
[2689, 8.708137982397655e-05]
[5854, 8.708658926149638e-05]
[2270, 8.708776432682395e-05]
[7421, 8.709068845100746e-05]
[6117, 8.709689835113756e-05]
[6100, 8.709783655040841e-05]
[814, 8.711227818371374e-05]
[3021, 8.712146800109681e-05]
[3258, 8.715640670725826e-05]
[5960, 8.716684589825072e-05]
[9216, 8.717796024377577e-05]
[5349, 8.719171975110832e-05]
[2578, 8.720230918443046e-05]
[3009, 8.723406276402131e-05]
[7219, 8.724672217953335e-05]
[7194, 8.724786034624168e-05]
[1349, 8.724982361780291e-05]
[3295, 8.73172103580851e-05]
[6292, 8.731899910690541e-05]
[5065, 8.732117043834645e-05]
[5432, 8.733041015980565e-05]
[3112, 8.733289416492111e-05]
[10159, 8.733963847115024e-05]
[428, 8.734084658342568e-05]
[1748, 8.735953746074858e-05]
[2917, 8.736866409516294e-05]
[5594, 8.736935288853713e-05]
[68, 8.737626660105955e-05]
[3165, 8.737833034477725e-05]
[1912, 8.740011746440037e-05]
[7101, 8.740202628867943e-05]
[2748, 8.740282477343882e-05]
[10479, 8.740949325477089e-05]
[6171, 8.741864773651665e-05]
[8684, 8.742397969385712e-05]
[8972, 8.742454858011065e-05]
[2940, 8.742578300517971e-05]
[504, 8.743715939913129e-05]
[3605, 8.744067018768508e-05]
[9489, 8.744664519607433e-05]
[5111, 8.746854207914902e-05]
[7130, 8.748389812583073e-05]
[195, 8.748941810423353e-05]
[6966, 8.749289373118324e-05]
[6967, 8.749289373118324e-05]
[1418, 8.750120954492454e-05]
[7256, 8.750139555337808e-05]
[2779, 8.750147151320819e-05]
[5140, 8.751038810341034e-05]
[5569, 8.751381012395704e-05]
[2623, 8.752784225801227e-05]
[5547, 8.754050451808819e-05]
[6807, 8.75457563310166e-05]
[510, 8.755764210901268e-05]
[3250, 8.755948650442327e-05]
[2408, 8.759488466502456e-05]
[5518, 8.759657438076835e-05]
[7221, 8.760017140410387e-05]
[1080, 8.762035050499561e-05]
[3246, 8.762733632021794e-05]
[4967, 8.762957863950018e-05]
[4129, 8.76316090495704e-05]
[1085, 8.764376873237362e-05]
[4227, 8.764604914342977e-05]
[3061, 8.768863681573834e-05]
[6371, 8.770573328001071e-05]
[5904, 8.77060973705582e-05]
[4728, 8.77096144364224e-05]
[8104, 8.77117220398101e-05]
[2374, 8.774651617556732e-05]
[1544, 8.774931832411319e-05]
[6326, 8.775468014003103e-05]
[384, 8.77739416160136e-05]
[3281, 8.777403266925543e-05]
[2126, 8.779374487953092e-05]
[6364, 8.780376487034191e-05]
[2508, 8.782600419903185e-05]
[8135, 8.783326467843224e-05]
[4435, 8.784543816415888e-05]
[3697, 8.784623284946496e-05]
[3717, 8.78551237190133e-05]
[2889, 8.7856342492822e-05]
[3867, 8.786197728366125e-05]
[2542, 8.787280836454348e-05]
[2345, 8.787314748475326e-05]
[492, 8.787651252388473e-05]
[4853, 8.787961740293145e-05]
[3839, 8.788011636619205e-05]
[9346, 8.788335005351004e-05]
[2402, 8.788481938833296e-05]
[61, 8.795436816773277e-05]
[6803, 8.79623892801001e-05]
[1709, 8.79633317823925e-05]
[7624, 8.797735828786448e-05]
[305, 8.802086347215271e-05]
[3180, 8.80276276613183e-05]
[8076, 8.803568796831974e-05]
[8636, 8.803603956670672e-05]
[36, 8.804459800175772e-05]
[2906, 8.804675714679322e-05]
[2342, 8.806115871870685e-05]
[1082, 8.80834984607183e-05]
[1578, 8.80870906180777e-05]
[6747, 8.809636144607827e-05]
[3655, 8.810204593414796e-05]
[6926, 8.811660324572194e-05]
[1452, 8.812015413040458e-05]
[5744, 8.813372927487607e-05]
[2696, 8.813543118279141e-05]
[5561, 8.814000209353184e-05]
[5619, 8.815811534070492e-05]
[474, 8.816233382187192e-05]
[6573, 8.816552920621201e-05]
[5376, 8.816971652026687e-05]
[1029, 8.817765514348378e-05]
[6461, 8.817907729912589e-05]
[2419, 8.819471393498642e-05]
[2159, 8.819651789165173e-05]
[8304, 8.820816617542812e-05]
[1909, 8.821758029409533e-05]
[4038, 8.82281428438163e-05]
[4105, 8.822827086663675e-05]
[8126, 8.822943885160463e-05]
[3357, 8.823806360653464e-05]
[6061, 8.823926635670584e-05]
[9146, 8.825179924019778e-05]
[4672, 8.826609356307546e-05]
[284, 8.82663063895628e-05]
[8110, 8.827987572489939e-05]
[5450, 8.828121967329648e-05]
[3857, 8.828924928750147e-05]
[535, 8.83018179614892e-05]
[810, 8.832094325328933e-05]
[7579, 8.832732615739274e-05]
[5485, 8.834296570482252e-05]
[1698, 8.834486306422162e-05]
[5542, 8.837141894189171e-05]
[1825, 8.83821084948682e-05]
[7038, 8.838824409444245e-05]
[8744, 8.839461652789992e-05]
[8685, 8.84161661999648e-05]
[9669, 8.843579079969361e-05]
[4981, 8.843921272267597e-05]
[2924, 8.844152589575785e-05]
[539, 8.844208221870303e-05]
[6579, 8.845040896492774e-05]
[3054, 8.845104524742034e-05]
[2633, 8.845797342238634e-05]
[1427, 8.846053409265312e-05]
[4868, 8.846265091464451e-05]
[4162, 8.847828918379639e-05]
[5134, 8.847911655368912e-05]
[5194, 8.851129488107231e-05]
[9573, 8.851980658168875e-05]
[2039, 8.852219685576948e-05]
[7936, 8.852995462029043e-05]
[955, 8.853376394076887e-05]
[166, 8.854840162628752e-05]
[1712, 8.855477879231993e-05]
[9282, 8.855519098764641e-05]
[6386, 8.855593853451609e-05]
[8202, 8.856318752210399e-05]
[1738, 8.857373262290987e-05]
[8366, 8.858080659089487e-05]
[9536, 8.860354407128475e-05]
[1376, 8.860599781622608e-05]
[5958, 8.861111157998559e-05]
[6749, 8.862384531168959e-05]
[1106, 8.862970749239172e-05]
[4601, 8.86461067076025e-05]
[4145, 8.866835306696162e-05]
[866, 8.866934699818628e-05]
[5340, 8.867317528064103e-05]
[3504, 8.868588286801347e-05]
[1495, 8.868590889240463e-05]
[4101, 8.869333166319738e-05]
[6285, 8.869398942650931e-05]
[1370, 8.870321283142892e-05]
[1371, 8.870321283142892e-05]
[1775, 8.873081041620856e-05]
[4999, 8.873140102767145e-05]
[2603, 8.874501591455824e-05]
[927, 8.87674957627025e-05]
[5871, 8.877596179610275e-05]
[6458, 8.878561877568729e-05]
[3604, 8.879316792042606e-05]
[9832, 8.879869594320136e-05]
[8738, 8.880653659882287e-05]
[1052, 8.880997675676658e-05]
[7932, 8.882599394947842e-05]
[6175, 8.882924964145737e-05]
[5592, 8.883934907422328e-05]
[4697, 8.884158896327186e-05]
[5911, 8.884547998095951e-05]
[1767, 8.887235645176005e-05]
[4907, 8.889042618822379e-05]
[6465, 8.889092061415554e-05]
[6334, 8.892719556757603e-05]
[4948, 8.893140131870322e-05]
[3640, 8.897254899615975e-05]
[6349, 8.89792120406857e-05]
[6927, 8.898742010659072e-05]
[2170, 8.899824128077766e-05]
[8263, 8.900409662707145e-05]
[5181, 8.900575511459182e-05]
[100, 8.902205423004284e-05]
[5831, 8.90220552589286e-05]
[3103, 8.903122382627114e-05]
[1675, 8.904469359829082e-05]
[4829, 8.904789080809615e-05]
[7876, 8.905699855331468e-05]
[4580, 8.906958385491984e-05]
[6904, 8.907168898678844e-05]
[4495, 8.908215751625735e-05]
[1610, 8.908670406037727e-05]
[1831, 8.909495370418261e-05]
[5504, 8.910633467828507e-05]
